lsoa21cd,tfv_count
E01034395,10
E01003195,30
E01003203,17
E01003214,28
E01003220,36
E01003224,44
E01003228,33
E01003245,18
E01003249,24
E01003253,23
E01003258,28
E01003262,29
E01003266,30
E01003290,26
E01003300,10
E01003302,23
E01003312,63
E01003315,41
E01003324,29
E01003326,34
E01003328,39
E01003329,32
E01003339,22
E01003340,35
E01003341,25
E01003344,23
E01003347,20
E01033341,16
E01003231,34
E01003272,35
E01003278,11
E01003279,26
E01003288,21
E01003293,30
E01003304,65
E01003308,28
E01003309,41
E01003311,44
E01003314,30
E01003316,30
E01003319,38
E01003333,48
E01003335,42
E01003343,24
E01003261,27
E01003259,33
E01003207,41
E01003206,11
E01032564,11
E01033320,34
E01034394,23
E01003189,32
E01003197,52
E01003215,40
E01003216,45
E01003273,9
E01003283,34
E01003298,9
E01003307,31
E01003313,45
E01003323,28
E01003327,65
E01003336,20
E01003345,22
E01003353,49
E01003257,41
E01003222,29
E01003211,36
E01003210,28
E01032579,45
E01034392,21
E01003204,16
E01003239,27
E01003241,40
E01003274,27
E01003280,9
E01003286,43
E01003287,29
E01003310,29
E01003330,44
E01003350,32
E01003352,46
E01003251,17
E01003230,32
E01003229,53
E01032565,26
E01034390,10
E01034391,23
E01003194,52
E01003201,26
E01003223,46
E01003232,25
E01003236,24
E01003268,23
E01003269,19
E01003275,17
E01003282,35
E01003320,28
E01003325,37
E01003255,33
E01003198,19
E01003202,20
E01003225,27
E01003227,31
E01003277,21
E01003284,30
E01003342,15
E01003256,52
E01003243,42
E01003190,89
E01003191,55
E01003221,61
E01003233,28
E01003247,24
E01003265,16
E01003270,20
E01003331,37
E01003332,47
E01003348,40
E01033324,32
E01003217,41
E01003246,30
E01003260,68
E01003263,25
E01003267,12
E01003271,24
E01003281,30
E01003291,37
E01003295,32
E01003301,33
E01003334,33
E01003351,26
E01003219,52
E01003226,36
E01003264,34
E01003285,21
E01003354,37
E01003212,33
E01003303,56
E01003196,46
E01003213,37
E01003235,30
E01003297,21
E01003193,62
E01003292,37
E01003318,53
E01033327,41
E01003237,24
E01003254,48
E01003276,29
E01003248,24
E01003199,27
E01003200,16
E01003240,31
E01003346,39
E01003192,59
E01003360,24
E01003369,31
E01003379,18
E01003390,6
E01003391,5
E01003393,30
E01003399,12
E01003472,29
E01003359,24
E01003371,20
E01003372,21
E01003377,8
E01003381,14
E01003397,27
E01003408,25
E01003410,21
E01003415,24
E01003430,9
E01003457,25
E01003355,12
E01003358,16
E01003368,8
E01003373,13
E01003394,16
E01003396,24
E01003407,23
E01003420,20
E01003423,7
E01003361,18
E01003382,9
E01003384,18
E01003385,11
E01003388,20
E01003400,26
E01003409,7
E01003411,19
E01003436,18
E01003438,17
E01003441,21
E01003456,19
E01003386,22
E01003395,17
E01003416,15
E01003429,11
E01003431,12
E01003450,26
E01003458,18
E01003477,34
E01003357,29
E01003401,29
E01003403,20
E01003404,9
E01003406,7
E01003424,17
E01003443,31
E01003448,26
E01003454,13
E01003455,19
E01003459,25
E01003461,18
E01003466,8
E01034580,8
E01003376,9
E01003387,28
E01003402,17
E01003418,10
E01003380,14
E01003414,27
E01003417,15
E01003433,10
E01003434,18
E01003442,16
E01003389,21
E01003378,26
E01003421,17
E01003422,20
E01003447,26
E01003476,22
E01003364,17
E01003366,15
E01003383,13
E01003392,14
E01003405,26
E01003412,14
E01003425,14
E01003428,9
E01003473,24
E01003478,41
E01003374,21
E01003398,23
E01003444,18
E01003463,9
E01003419,13
E01003440,18
E01003467,12
E01003469,58
E01003470,19
E01034579,25
E01034581,48
E01003413,15
E01003426,32
E01003453,30
E01003471,46
E01003356,22
E01003365,19
E01003370,9
E01003449,19
E01034578,30
E01003362,16
E01003439,22
E01003446,22
E01003451,18
E01003462,15
E01003468,25
E01003427,14
E01003363,10
E01003437,37
E01003474,20
E01003435,16
E01003445,19
E01003432,13
E01003452,20
E01003465,26
E01003464,22
E01003375,56
E01003460,41
E01003489,43
E01003491,69
E01003495,38
E01003496,18
E01003506,45
E01003509,30
E01003511,41
E01003519,18
E01003522,33
E01003524,21
E01003527,49
E01003530,28
E01003532,29
E01003534,52
E01003551,24
E01003553,30
E01003554,41
E01003560,20
E01003563,23
E01003565,18
E01003566,39
E01003567,13
E01003568,29
E01003569,43
E01003570,23
E01003572,22
E01003581,39
E01003582,33
E01003583,36
E01003585,24
E01003588,23
E01003589,25
E01003593,21
E01003597,17
E01003598,30
E01003607,31
E01003608,29
E01003621,14
E01003626,19
E01003627,22
E01003629,21
E01003633,34
E01003634,28
E01034200,59
E01034201,28
E01034203,31
E01034204,34
E01034214,0
E01034215,6
E01034216,7
E01034223,11
E01034226,7
E01034227,7
E01034228,9
E01034230,3
E01003484,11
E01003490,29
E01003492,36
E01003494,35
E01003521,93
E01003526,43
E01003528,26
E01003529,28
E01003533,29
E01003552,29
E01003555,37
E01003556,34
E01003561,29
E01003562,23
E01003564,49
E01003571,29
E01003573,22
E01003579,33
E01003580,33
E01003586,32
E01003595,31
E01003599,39
E01003602,30
E01003605,47
E01003611,14
E01003615,30
E01003628,23
E01003632,24
E01003637,19
E01034199,53
E01034202,30
E01034210,42
E01003487,19
E01003488,43
E01003507,59
E01003520,34
E01003525,61
E01003531,31
E01003543,42
E01003547,33
E01003549,26
E01003558,28
E01003575,31
E01003592,35
E01003594,28
E01003618,43
E01003624,20
E01003631,29
E01034207,32
E01034208,80
E01034221,75
E01003499,71
E01003516,24
E01003536,27
E01003538,32
E01003542,42
E01003550,37
E01003559,40
E01003577,48
E01003623,25
E01003630,35
E01003636,40
E01033584,38
E01034212,31
E01034219,14
E01003501,50
E01003508,69
E01003518,16
E01003537,35
E01003541,25
E01003545,27
E01003546,34
E01003574,38
E01003591,49
E01003596,25
E01003600,38
E01003603,61
E01003616,32
E01034231,5
E01003514,14
E01003523,60
E01003540,36
E01003557,34
E01033580,12
E01003480,21
E01034213,12
E01003485,9
E01003539,30
E01003548,32
E01003576,45
E01003604,71
E01003479,10
E01003498,44
E01034209,154
E01003587,35
E01003619,57
E01034217,36
E01003483,21
E01003512,56
E01003502,91
E01003503,122
E01003544,36
E01003625,23
E01034222,31
E01003486,187
E01003517,48
E01003601,62
E01003635,24
E01003513,105
E01003584,47
E01003590,51
E01033579,22
E01033586,31
E01034211,45
E01003535,80
E01003622,22
E01034218,31
E01033582,6
E01034220,285
E01034225,86
E01034229,35
E01003481,33
E01003578,57
E01003497,211
E01003500,106
E01003515,155
E01034224,24
E01034206,87
E01033581,27
E01034205,242
E01003684,27
E01003714,55
E01003729,42
E01003730,28
E01003733,33
E01003736,28
E01003761,25
E01003786,35
E01033590,8
E01034482,18
E01034483,23
E01003644,29
E01003652,37
E01003683,25
E01003688,39
E01003695,19
E01003696,37
E01003712,12
E01003713,34
E01003718,44
E01003731,24
E01003734,52
E01003742,28
E01003766,32
E01003772,29
E01003779,23
E01003781,40
E01034480,12
E01003647,22
E01003649,28
E01003651,37
E01003662,33
E01003668,52
E01003685,46
E01003715,38
E01003732,28
E01003738,56
E01003743,38
E01003754,21
E01003782,27
E01003787,21
E01034481,21
E01003646,71
E01003669,53
E01003672,37
E01003676,31
E01003691,32
E01003692,36
E01003701,62
E01003727,25
E01003741,38
E01003753,28
E01003767,36
E01003771,27
E01003784,25
E01003788,34
E01033589,51
E01033592,15
E01003653,41
E01003654,22
E01003661,31
E01003665,12
E01003673,41
E01003689,156
E01003698,14
E01003706,19
E01003721,19
E01003735,26
E01003762,31
E01003768,38
E01003769,60
E01003780,25
E01033591,58
E01003643,50
E01003645,49
E01003648,39
E01003650,31
E01003670,27
E01003680,27
E01003686,42
E01003725,18
E01003749,29
E01003752,49
E01003759,28
E01003765,93
E01034484,75
E01003638,59
E01003664,18
E01003671,27
E01003705,40
E01003724,14
E01003773,35
E01003704,35
E01003755,38
E01003757,43
E01032581,29
E01003659,17
E01003675,55
E01003697,55
E01003716,34
E01003737,36
E01003756,33
E01003783,84
E01003789,39
E01003682,29
E01003694,25
E01003710,24
E01003722,21
E01003760,31
E01003679,28
E01003707,22
E01003709,24
E01003723,23
E01003763,57
E01003641,33
E01003663,15
E01003739,36
E01003745,10
E01003656,35
E01003666,33
E01003674,70
E01003777,80
E01003655,27
E01003711,30
E01003720,35
E01003747,12
E01003750,50
E01003657,55
E01003658,26
E01003678,23
E01003699,33
E01003775,28
E01003793,36
E01003796,32
E01003702,19
E01003660,21
E01003690,60
E01003748,56
E01003778,76
E01003708,38
E01003740,52
E01003751,38
E01003774,40
E01003785,42
E01003794,29
E01003719,40
E01003790,33
E01003792,20
E01003677,99
E01003776,37
E01003642,95
E01003693,49
E01003700,87
E01003744,11
E01003764,47
E01003770,86
E01003681,41
E01003703,24
E01003746,28
E01003795,52
E01003791,38
E01003639,49
E01003726,41
E01003640,38
E01003808,41
E01003865,25
E01003868,20
E01003871,18
E01003854,57
E01003856,19
E01003863,18
E01003866,17
E01003902,7
E01003807,40
E01003811,12
E01003844,66
E01003858,30
E01003859,30
E01003874,20
E01003879,14
E01003898,20
E01003906,24
E01003798,60
E01003804,18
E01003832,13
E01003840,43
E01003857,22
E01003897,25
E01003861,46
E01003882,17
E01003883,16
E01003890,8
E01003803,19
E01003842,26
E01003862,70
E01003892,12
E01003909,23
E01003802,12
E01003810,29
E01003846,37
E01003855,50
E01003864,33
E01003899,17
E01003800,15
E01003813,26
E01003833,24
E01003843,48
E01003848,24
E01003877,14
E01003886,19
E01003887,12
E01003894,13
E01003901,25
E01003907,32
E01003873,79
E01003881,6
E01003893,11
E01003904,19
E01003829,46
E01003837,9
E01003839,10
E01003851,64
E01003891,12
E01003910,27
E01003812,21
E01003849,26
E01003872,28
E01003876,362
E01003801,29
E01003820,10
E01003821,58
E01003841,41
E01003845,56
E01003869,13
E01003870,43
E01003880,8
E01003900,22
E01003903,81
E01003835,11
E01003838,14
E01003905,11
E01003824,15
E01003825,9
E01003836,6
E01003908,18
E01003809,41
E01003853,35
E01003875,25
E01003815,28
E01003822,11
E01003895,11
E01003814,16
E01003828,7
E01003852,24
E01003797,40
E01003799,86
E01003830,22
E01003831,17
E01033570,62
E01003827,20
E01003867,28
E01003896,15
E01033571,10
E01003805,39
E01003818,5
E01003826,20
E01003885,9
E01003878,26
E01003884,11
E01003860,104
E01003888,14
E01003847,59
E01003819,24
E01003834,14
E01003889,11
E01003806,28
E01003816,37
E01003817,22
E01003823,18
E01003912,19
E01003923,19
E01003924,17
E01003925,12
E01003926,12
E01003936,15
E01003937,11
E01003938,5
E01003940,9
E01003941,21
E01003943,20
E01003954,20
E01003958,17
E01003963,13
E01003971,3
E01003972,15
E01003973,21
E01003975,27
E01003991,14
E01003992,18
E01003993,17
E01003995,11
E01003997,9
E01003998,21
E01004003,32
E01004007,15
E01004008,10
E01004019,37
E01004024,32
E01004036,24
E01004044,15
E01004045,18
E01004065,33
E01004071,42
E01032637,4
E01032638,3
E01032639,14
E01032640,2
E01032719,7
E01032803,8
E01032834,2
E01033870,13
E01033872,19
E01033874,4
E01033875,7
E01033876,8
E01033882,14
E01033883,9
E01033885,10
E01003911,18
E01003914,29
E01003915,28
E01003917,24
E01003922,27
E01003930,15
E01003942,12
E01003952,33
E01003955,33
E01003956,26
E01003960,16
E01003976,27
E01003977,32
E01003979,34
E01003980,20
E01003999,9
E01004010,16
E01004013,18
E01004014,22
E01004021,53
E01004023,29
E01004030,19
E01004032,13
E01004034,20
E01004037,33
E01004042,35
E01004043,30
E01004047,20
E01004051,14
E01004060,13
E01004066,29
E01032584,6
E01032646,11
E01033871,38
E01033877,13
E01033878,7
E01033879,24
E01003916,22
E01003918,12
E01003920,18
E01003932,18
E01003947,18
E01003957,29
E01003961,29
E01003990,32
E01003994,18
E01004001,24
E01004011,27
E01004012,31
E01004028,31
E01004039,19
E01004040,34
E01004049,8
E01004054,16
E01004055,6
E01033873,12
E01003913,44
E01003939,21
E01003966,16
E01003981,159
E01003983,22
E01004035,28
E01004041,14
E01004046,44
E01004050,33
E01004058,22
E01033868,15
E01033884,14
E01003921,22
E01003935,15
E01003986,22
E01003987,11
E01004002,27
E01004005,27
E01004006,37
E01004020,13
E01004029,19
E01004038,29
E01032583,19
E01033869,12
E01003984,23
E01004053,23
E01004067,59
E01033880,33
E01003919,29
E01003933,16
E01003953,34
E01004004,37
E01004068,56
E01004059,21
E01004056,19
E01033867,17
E01004033,25
E01003934,15
E01004063,74
E01004064,25
E01003949,58
E01003950,30
E01004000,25
E01004018,42
E01004074,98
E01004017,28
E01004072,52
E01003969,34
E01004073,44
E01033881,18
E01003989,26
E01004057,17
E01004048,39
E01004016,44
E01004061,40
E01003929,32
E01003948,37
E01003988,42
E01004015,26
E01004052,36
E01004062,38
E01004031,70
E01004070,45
E01004075,69
E01004069,66
E01003946,42
E01003945,75
E01003951,63
E01004089,18
E01004126,20
E01004124,19
E01004128,25
E01004140,17
E01004143,15
E01004082,28
E01004133,19
E01004155,10
E01004182,23
E01004174,50
E01004169,10
E01034154,7
E01004098,18
E01004117,7
E01004151,13
E01004172,20
E01004173,31
E01004187,18
E01004190,18
E01004196,12
E01004090,8
E01004096,7
E01004125,21
E01004132,13
E01004183,13
E01004191,15
E01004149,17
E01004141,8
E01034153,13
E01034155,31
E01034156,23
E01004080,17
E01004107,9
E01004121,12
E01004127,17
E01004139,12
E01004148,25
E01004150,11
E01004162,15
E01004163,21
E01004170,39
E01004122,9
E01004135,14
E01004194,18
E01004175,11
E01004167,38
E01004164,20
E01004157,25
E01004081,27
E01004138,16
E01004154,16
E01004158,13
E01004166,27
E01004103,14
E01004115,13
E01004134,16
E01004136,18
E01004160,22
E01004168,23
E01004177,10
E01004189,28
E01004195,3
E01004077,21
E01004079,27
E01004083,15
E01004101,11
E01004104,23
E01004129,20
E01004131,11
E01004146,20
E01004159,21
E01004165,17
E01004102,39
E01004119,28
E01004145,23
E01004176,21
E01004179,29
E01004184,28
E01004118,30
E01004178,36
E01004099,15
E01004100,22
E01004120,9
E01004161,18
E01004156,22
E01004094,18
E01004137,24
E01004153,14
E01004186,21
E01004078,40
E01004087,18
E01004116,10
E01004123,34
E01004147,16
E01004091,10
E01004097,9
E01004088,38
E01004105,12
E01004109,20
E01004111,15
E01004144,22
E01004192,10
E01004193,24
E01004093,14
E01004095,15
E01004110,28
E01004130,48
E01004152,20
E01004171,20
E01004181,11
E01004185,20
E01004112,32
E01004180,19
E01004092,14
E01004106,10
E01004084,9
E01004086,22
E01004114,7
E01004085,11
E01032623,24
E01004076,88
E01004108,18
E01004198,31
E01004199,15
E01004200,30
E01004202,49
E01004204,29
E01004207,23
E01004209,18
E01004212,42
E01004214,20
E01032767,49
E01004326,64
E01004324,18
E01004323,122
E01004316,29
E01004311,43
E01004310,59
E01004308,28
E01004305,48
E01004304,25
E01004302,8
E01004300,27
E01004298,38
E01004295,15
E01004287,34
E01004275,13
E01004272,44
E01004268,27
E01004266,35
E01004264,17
E01004263,26
E01004260,38
E01004258,26
E01004255,39
E01004251,68
E01004247,62
E01004244,58
E01004243,32
E01004240,28
E01004237,26
E01004236,30
E01004235,12
E01004233,14
E01004231,35
E01004230,35
E01004229,36
E01004226,27
E01032768,21
E01032770,49
E01032772,46
E01032776,31
E01032779,10
E01032784,17
E01032785,9
E01032786,18
E01035658,26
E01035660,35
E01035661,36
E01035662,8
E01035663,13
E01035666,23
E01035669,30
E01035671,21
E01035672,66
E01035673,13
E01035674,22
E01035675,17
E01035677,32
E01035680,12
E01035682,16
E01035683,18
E01035684,30
E01035685,34
E01035686,38
E01035687,51
E01035688,5
E01035689,28
E01035690,29
E01035692,23
E01035693,21
E01035695,34
E01035698,15
E01035699,27
E01035700,2
E01035701,4
E01035703,9
E01035704,8
E01035706,42
E01004201,39
E01004206,32
E01004232,51
E01004239,34
E01004257,44
E01004271,54
E01004274,6
E01004276,1
E01004283,31
E01004288,32
E01004289,24
E01004296,28
E01004301,10
E01004312,15
E01004313,20
E01004319,37
E01032769,17
E01032775,2
E01032777,46
E01032782,34
E01032787,37
E01035667,38
E01035678,37
E01035681,47
E01035697,28
E01004205,38
E01004245,49
E01004315,24
E01004306,36
E01004292,5
E01004291,16
E01004290,40
E01004281,7
E01004256,39
E01004241,32
E01004222,34
E01004216,8
E01004211,38
E01032765,23
E01032781,8
E01035664,57
E01035665,95
E01035676,30
E01035679,55
E01035694,51
E01035696,31
E01004259,41
E01004267,29
E01004297,8
E01004322,77
E01032774,39
E01035659,38
E01035668,37
E01004248,38
E01004286,90
E01004228,30
E01004219,108
E01004203,42
E01032783,4
E01035657,35
E01004321,115
E01035691,23
E01004280,18
E01004307,53
E01035670,66
E01035705,74
E01004249,51
E01004208,30
E01004221,46
E01004309,101
E01004218,6
E01004270,46
E01032771,37
E01032780,45
E01004217,14
E01004293,20
E01004303,62
E01035702,63
E01004234,36
E01004223,36
E01004277,26
E01032764,86
E01004460,43
E01004449,26
E01004447,23
E01004446,32
E01004443,81
E01004442,24
E01004411,29
E01004396,30
E01004376,37
E01004373,41
E01004372,28
E01004371,31
E01004365,19
E01004339,18
E01004338,45
E01004337,38
E01004334,37
E01004333,13
E01004331,33
E01004330,38
E01034486,30
E01034487,14
E01034488,23
E01004327,40
E01004328,25
E01004329,30
E01004332,44
E01004346,29
E01004368,32
E01004369,30
E01004374,45
E01004375,39
E01004382,24
E01004407,28
E01004408,31
E01004428,29
E01004459,28
E01004463,40
E01004465,16
E01004466,29
E01034485,35
E01004370,22
E01004462,36
E01004471,19
E01004470,35
E01004464,27
E01004441,45
E01004439,32
E01004435,34
E01004432,45
E01004425,24
E01004423,25
E01004421,29
E01004420,39
E01004405,44
E01004397,99
E01004394,27
E01004378,29
E01004367,33
E01004335,40
E01004393,27
E01004404,27
E01004406,36
E01004414,20
E01004426,30
E01004437,33
E01004458,30
E01004345,20
E01004347,56
E01004454,45
E01004456,154
E01004388,42
E01004383,27
E01004359,26
E01004355,25
E01004336,30
E01004341,25
E01004363,72
E01004418,24
E01004419,55
E01004451,31
E01004457,38
E01004343,38
E01004357,17
E01004400,20
E01004402,36
E01004415,13
E01004444,52
E01004445,37
E01004452,43
E01004358,25
E01004360,11
E01004413,27
E01004340,39
E01004348,52
E01004379,44
E01004384,33
E01004412,57
E01004436,41
E01004361,22
E01004430,126
E01004438,64
E01004440,49
E01004387,17
E01004424,37
E01004453,75
E01004469,26
E01004342,72
E01004389,41
E01004392,67
E01004450,48
E01004350,32
E01004354,28
E01004364,24
E01004366,40
E01004390,18
E01004398,25
E01004403,59
E01004417,19
E01004434,35
E01004427,39
E01004409,58
E01004386,16
E01004410,66
E01004455,253
E01004344,48
E01004448,36
E01004351,11
E01004353,23
E01004385,27
E01004467,39
E01004429,36
E01004399,36
E01004377,41
E01004380,31
E01004381,53
E01004356,33
E01004416,30
E01004468,30
E01004349,20
E01004395,23
E01004362,31
E01004401,36
E01004422,81
E01004352,42
E01004391,37
E01004490,28
E01004512,24
E01004513,87
E01004531,26
E01004532,18
E01004535,22
E01004538,20
E01004541,13
E01004542,22
E01004580,24
E01004596,27
E01004599,29
E01004611,13
E01004627,33
E01004633,11
E01004637,6
E01004587,39
E01004586,32
E01004584,7
E01004577,40
E01004566,60
E01004565,28
E01004557,35
E01004546,22
E01004544,37
E01004539,22
E01004527,29
E01004521,31
E01004518,54
E01004488,53
E01004487,36
E01004481,12
E01004480,39
E01004478,40
E01004475,23
E01033100,21
E01033135,12
E01035488,54
E01035489,5
E01035492,25
E01035494,18
E01035495,72
E01035497,2
E01004473,31
E01004482,10
E01004485,49
E01004491,9
E01004494,27
E01004495,19
E01004498,21
E01004508,47
E01004516,39
E01004520,14
E01004522,29
E01004530,20
E01004540,38
E01004549,20
E01004550,21
E01004555,64
E01004556,38
E01004567,16
E01004570,21
E01004579,33
E01004588,68
E01004589,30
E01004591,41
E01004598,25
E01004608,137
E01004612,22
E01004614,27
E01004616,26
E01004618,22
E01004620,48
E01004631,25
E01004634,15
E01004640,29
E01004643,13
E01004645,14
E01035499,7
E01004497,23
E01004515,27
E01004536,30
E01004592,35
E01004594,35
E01004597,49
E01004606,62
E01004607,41
E01004628,26
E01004630,19
E01004585,40
E01004582,69
E01004563,24
E01004559,38
E01004524,20
E01004472,53
E01033133,14
E01035493,14
E01004479,40
E01004489,40
E01004501,12
E01004502,22
E01004505,9
E01004525,51
E01004528,19
E01004529,37
E01004533,20
E01004545,37
E01004551,35
E01004571,17
E01004602,34
E01004623,41
E01004635,13
E01004641,10
E01004613,28
E01004590,41
E01004547,12
E01035491,98
E01004504,16
E01004511,23
E01004514,57
E01004581,24
E01004622,30
E01004632,14
E01004553,39
E01004526,33
E01004503,30
E01004506,64
E01004537,24
E01004548,19
E01004552,31
E01004583,30
E01004636,9
E01033099,37
E01004493,38
E01004500,20
E01004519,15
E01004574,11
E01004593,38
E01004615,36
E01004629,13
E01004543,35
E01004477,62
E01035498,9
E01004474,82
E01004476,33
E01004496,22
E01004517,23
E01004610,43
E01004625,17
E01004642,13
E01004644,20
E01004486,32
E01004499,21
E01004510,26
E01004534,29
E01004568,6
E01004601,65
E01004639,38
E01033098,11
E01004484,22
E01004523,48
E01004605,45
E01035496,13
E01004492,30
E01033132,19
E01004507,30
E01004558,31
E01004595,42
E01004609,87
E01004626,40
E01004638,20
E01004564,37
E01004569,20
E01004554,41
E01004624,22
E01004575,20
E01004576,19
E01004617,52
E01004572,14
E01004604,54
E01004621,34
E01004483,13
E01004619,23
E01035490,59
E01004560,113
E01004573,37
E01004651,16
E01004652,20
E01004653,35
E01004674,18
E01004676,16
E01004677,28
E01004693,58
E01004694,20
E01004695,158
E01004696,3
E01004698,26
E01004699,72
E01004700,24
E01004701,39
E01004705,45
E01004710,60
E01004711,36
E01004719,31
E01004722,15
E01004728,9
E01004729,17
E01004754,22
E01004756,19
E01004757,14
E01004760,26
E01032513,17
E01004753,17
E01004752,12
E01004748,40
E01004746,6
E01004743,6
E01004742,15
E01004741,4
E01004740,9
E01004737,7
E01004732,9
E01004724,51
E01004686,50
E01004684,48
E01004680,79
E01004670,11
E01004668,9
E01004665,8
E01004660,52
E01004659,27
E01033593,13
E01033597,4
E01033599,3
E01033601,12
E01033602,16
E01033603,28
E01033605,59
E01035715,40
E01004654,53
E01004656,26
E01004675,26
E01004678,20
E01004679,23
E01004682,34
E01004683,39
E01004697,21
E01004707,66
E01004708,23
E01004709,46
E01004715,51
E01004718,20
E01004723,30
E01004744,7
E01004747,14
E01004749,22
E01004751,15
E01033598,23
E01033604,48
E01035717,50
E01004702,42
E01004706,37
E01004712,47
E01004657,134
E01035719,7
E01004647,71
E01004681,30
E01004703,60
E01004720,40
E01004721,21
E01004755,22
E01004663,45
E01035720,8
E01035722,21
E01004692,192
E01004717,60
E01004726,48
E01004662,242
E01004661,42
E01004658,77
E01035721,35
E01004649,42
E01004650,42
E01004669,4
E01004716,57
E01004750,20
E01004646,31
E01033594,76
E01032512,23
E01004648,55
E01004713,116
E01004714,431
E01004765,398
E01004725,55
E01004687,30
E01004690,30
E01004691,336
E01004730,55
E01004762,427
E01004734,805
E01004763,184
E01004735,214
E01004733,55
E01004761,360
E01004727,43
E01035716,1455
E01004731,25
E01004736,378
E01035718,527
