lsoa21cd,tov_count
E01034393,4
E01034395,9
E01003195,10
E01003203,11
E01003214,23
E01003220,21
E01003224,15
E01003228,23
E01003245,26
E01003249,11
E01003253,20
E01003258,23
E01003262,18
E01003266,24
E01003290,15
E01003300,21
E01003302,16
E01003312,30
E01003315,15
E01003324,17
E01003326,17
E01003328,28
E01003329,25
E01003339,22
E01003340,30
E01003341,29
E01003344,23
E01003347,8
E01033341,11
E01003231,20
E01003272,26
E01003278,9
E01003279,19
E01003288,25
E01003293,17
E01003304,35
E01003308,18
E01003309,18
E01003311,23
E01003314,14
E01003316,17
E01003319,14
E01003333,21
E01003335,22
E01003343,22
E01003261,21
E01003259,21
E01003207,25
E01003206,14
E01032564,10
E01033320,21
E01034394,12
E01003189,24
E01003197,20
E01003215,11
E01003216,22
E01003273,14
E01003283,27
E01003298,10
E01003307,24
E01003313,27
E01003323,16
E01003327,39
E01003336,13
E01003345,20
E01003353,41
E01003257,16
E01003222,28
E01003211,23
E01003210,25
E01032579,21
E01034392,16
E01003204,12
E01003239,15
E01003241,17
E01003274,21
E01003280,13
E01003286,23
E01003287,23
E01003310,12
E01003330,21
E01003350,14
E01003352,22
E01003251,23
E01003230,27
E01003229,31
E01032565,12
E01034390,9
E01034391,10
E01003194,21
E01003201,10
E01003223,28
E01003232,17
E01003236,18
E01003268,21
E01003269,22
E01003275,9
E01003282,22
E01003320,26
E01003325,10
E01003255,25
E01003198,11
E01003202,11
E01003225,14
E01003227,18
E01003277,18
E01003284,14
E01003342,18
E01003256,28
E01003243,41
E01003190,49
E01003191,25
E01003221,30
E01003233,24
E01003247,26
E01003265,22
E01003270,23
E01003331,24
E01003332,18
E01003348,17
E01033324,14
E01003217,14
E01003246,35
E01003260,42
E01003263,38
E01003267,11
E01003271,35
E01003281,16
E01003291,19
E01003295,19
E01003301,15
E01003334,24
E01003351,23
E01003219,23
E01003226,26
E01003264,19
E01003285,23
E01003354,20
E01003212,30
E01003303,33
E01003196,29
E01003213,28
E01003235,37
E01003297,50
E01003193,27
E01003292,19
E01003318,26
E01033327,31
E01003237,26
E01003254,23
E01003276,15
E01003248,31
E01003199,11
E01003200,21
E01003240,33
E01003346,24
E01003192,33
E01003360,13
E01003369,9
E01003379,17
E01003390,17
E01003391,10
E01003393,17
E01003399,7
E01003472,12
E01003359,8
E01003371,11
E01003372,13
E01003377,6
E01003381,12
E01003397,21
E01003408,14
E01003410,13
E01003415,30
E01003430,18
E01003457,9
E01003355,7
E01003358,5
E01003368,9
E01003373,9
E01003394,20
E01003396,15
E01003407,18
E01003420,12
E01003423,5
E01003361,14
E01003382,11
E01003384,4
E01003385,10
E01003388,15
E01003400,8
E01003409,22
E01003411,26
E01003436,14
E01003438,18
E01003441,17
E01003456,9
E01003386,33
E01003395,23
E01003416,21
E01003429,17
E01003431,17
E01003450,18
E01003458,8
E01003477,13
E01003357,8
E01003401,8
E01003403,22
E01003404,8
E01003406,8
E01003424,13
E01003443,11
E01003448,18
E01003454,5
E01003455,9
E01003459,9
E01003461,22
E01003466,11
E01034580,4
E01003376,6
E01003387,17
E01003402,13
E01003418,9
E01003380,10
E01003414,24
E01003417,10
E01003433,28
E01003434,9
E01003442,7
E01003389,27
E01003378,22
E01003421,11
E01003422,21
E01003447,8
E01003476,7
E01003364,12
E01003366,6
E01003383,11
E01003392,18
E01003405,20
E01003412,25
E01003425,8
E01003428,9
E01003473,14
E01003478,17
E01003374,23
E01003398,29
E01003444,16
E01003463,11
E01003419,21
E01003440,6
E01003467,12
E01003469,12
E01003470,17
E01034579,19
E01034581,23
E01003413,12
E01003426,15
E01003453,17
E01003471,15
E01003356,11
E01003365,19
E01003370,13
E01003449,14
E01034578,13
E01003362,5
E01003439,12
E01003446,12
E01003451,15
E01003462,14
E01003468,9
E01003427,16
E01003363,14
E01003437,20
E01003474,15
E01003435,17
E01003445,18
E01003432,21
E01003452,27
E01003465,17
E01003464,14
E01003375,35
E01003460,31
E01003489,22
E01003491,29
E01003495,28
E01003496,16
E01003506,27
E01003509,30
E01003511,23
E01003519,25
E01003522,18
E01003524,21
E01003527,32
E01003530,25
E01003532,22
E01003534,20
E01003551,20
E01003553,23
E01003554,19
E01003560,33
E01003563,21
E01003565,20
E01003566,34
E01003567,16
E01003568,22
E01003569,27
E01003570,26
E01003572,20
E01003581,24
E01003582,18
E01003583,21
E01003585,8
E01003588,22
E01003589,26
E01003593,18
E01003597,27
E01003598,23
E01003607,16
E01003608,31
E01003621,18
E01003626,20
E01003627,24
E01003629,14
E01003633,17
E01003634,20
E01034200,17
E01034201,11
E01034203,10
E01034204,30
E01034214,4
E01034215,7
E01034216,4
E01034223,7
E01034226,13
E01034227,7
E01034228,8
E01034230,9
E01003484,24
E01003490,30
E01003492,34
E01003494,31
E01003521,27
E01003526,26
E01003528,10
E01003529,26
E01003533,19
E01003552,19
E01003555,18
E01003556,23
E01003561,22
E01003562,20
E01003564,28
E01003571,18
E01003573,28
E01003579,25
E01003580,22
E01003586,25
E01003595,16
E01003599,20
E01003602,35
E01003605,28
E01003611,21
E01003615,22
E01003628,24
E01003632,19
E01003637,9
E01034199,20
E01034202,9
E01034210,23
E01003487,10
E01003488,17
E01003507,51
E01003520,24
E01003525,26
E01003531,27
E01003543,33
E01003547,47
E01003549,17
E01003558,35
E01003575,28
E01003592,26
E01003594,35
E01003618,38
E01003624,16
E01003631,19
E01034207,17
E01034208,46
E01034221,25
E01003499,43
E01003516,32
E01003536,22
E01003538,28
E01003542,22
E01003550,19
E01003559,25
E01003577,36
E01003623,18
E01003630,18
E01003636,18
E01033584,20
E01034212,29
E01034219,23
E01003501,51
E01003508,38
E01003518,19
E01003537,37
E01003541,48
E01003545,16
E01003546,19
E01003574,29
E01003591,24
E01003596,19
E01003600,20
E01003603,32
E01003616,34
E01034231,2
E01003514,32
E01003523,52
E01003540,41
E01003557,25
E01033580,21
E01003480,32
E01034213,14
E01003485,15
E01003539,46
E01003548,20
E01003576,28
E01003604,33
E01003479,15
E01003498,36
E01034209,63
E01003587,17
E01003619,16
E01034217,23
E01003483,31
E01003512,29
E01003502,53
E01003503,42
E01003544,15
E01003625,18
E01034222,8
E01003486,83
E01003517,27
E01003601,30
E01003635,19
E01003513,119
E01003584,18
E01003590,20
E01033579,15
E01033586,14
E01034211,16
E01003535,37
E01003622,28
E01034218,24
E01033582,13
E01034220,117
E01034225,70
E01034229,30
E01003481,27
E01003578,27
E01003497,79
E01003500,55
E01003515,127
E01034224,27
E01034206,34
E01033581,35
E01034205,84
E01003684,33
E01003714,28
E01003729,35
E01003730,19
E01003733,21
E01003736,16
E01003761,22
E01003786,13
E01033590,14
E01034482,1
E01034483,9
E01003644,8
E01003652,13
E01003683,31
E01003688,16
E01003695,19
E01003696,23
E01003712,9
E01003713,23
E01003718,24
E01003731,25
E01003734,32
E01003742,35
E01003766,17
E01003772,14
E01003779,28
E01003781,23
E01034480,10
E01003647,17
E01003649,15
E01003651,19
E01003662,22
E01003668,20
E01003685,36
E01003715,22
E01003732,21
E01003738,35
E01003743,37
E01003754,19
E01003782,9
E01003787,16
E01034481,19
E01003646,23
E01003669,30
E01003672,20
E01003676,19
E01003691,14
E01003692,18
E01003701,28
E01003727,12
E01003741,35
E01003753,16
E01003767,30
E01003771,21
E01003784,20
E01003788,24
E01033589,11
E01033592,16
E01003653,22
E01003654,23
E01003661,25
E01003665,31
E01003673,39
E01003689,40
E01003698,20
E01003706,17
E01003721,16
E01003735,28
E01003762,33
E01003768,15
E01003769,29
E01003780,16
E01033591,34
E01003643,20
E01003645,36
E01003648,14
E01003650,12
E01003670,22
E01003680,22
E01003686,24
E01003725,14
E01003749,14
E01003752,26
E01003759,35
E01003765,23
E01034484,28
E01003638,23
E01003664,26
E01003671,22
E01003705,31
E01003724,18
E01003773,24
E01003704,16
E01003755,24
E01003757,21
E01032581,27
E01003659,15
E01003675,21
E01003697,34
E01003716,26
E01003737,44
E01003756,26
E01003783,16
E01003789,29
E01003682,19
E01003694,18
E01003710,19
E01003722,19
E01003760,16
E01003679,33
E01003707,19
E01003709,15
E01003723,20
E01003763,29
E01003641,22
E01003663,20
E01003739,48
E01003745,17
E01003656,17
E01003666,21
E01003674,36
E01003777,21
E01003655,28
E01003711,20
E01003720,26
E01003747,16
E01003750,32
E01003657,32
E01003658,22
E01003678,30
E01003699,18
E01003775,22
E01003793,21
E01003796,30
E01003702,19
E01003660,26
E01003690,28
E01003748,24
E01003778,35
E01003708,19
E01003740,46
E01003751,25
E01003774,24
E01003785,25
E01003794,20
E01003719,42
E01003790,27
E01003792,23
E01003677,37
E01003776,16
E01003642,16
E01003693,26
E01003700,22
E01003744,24
E01003764,28
E01003770,27
E01003681,17
E01003703,22
E01003746,29
E01003795,26
E01003791,39
E01003639,22
E01003726,42
E01003640,26
E01003808,15
E01003865,11
E01003868,6
E01003871,14
E01003854,19
E01003856,20
E01003863,10
E01003866,16
E01003902,2
E01003807,17
E01003811,7
E01003844,15
E01003858,24
E01003859,35
E01003874,14
E01003879,17
E01003898,9
E01003906,13
E01003798,18
E01003804,21
E01003832,11
E01003840,13
E01003857,23
E01003897,12
E01003861,19
E01003882,13
E01003883,8
E01003890,7
E01003803,12
E01003842,7
E01003862,14
E01003892,15
E01003909,17
E01003802,5
E01003810,5
E01003846,28
E01003855,15
E01003864,17
E01003899,12
E01003800,17
E01003813,12
E01003833,11
E01003843,24
E01003848,9
E01003877,15
E01003886,5
E01003887,7
E01003894,16
E01003901,22
E01003907,17
E01003873,10
E01003881,4
E01003893,4
E01003904,9
E01003829,24
E01003837,13
E01003839,9
E01003851,29
E01003891,15
E01003910,9
E01003812,18
E01003849,12
E01003872,16
E01003876,26
E01003801,8
E01003820,11
E01003821,15
E01003841,25
E01003845,18
E01003869,16
E01003870,10
E01003880,20
E01003900,13
E01003903,32
E01003835,11
E01003838,6
E01003905,6
E01003824,9
E01003825,8
E01003836,16
E01003908,8
E01003809,31
E01003853,18
E01003875,24
E01003815,11
E01003822,8
E01003895,8
E01003814,6
E01003828,6
E01003852,11
E01003797,28
E01003799,31
E01003830,4
E01003831,9
E01033570,4
E01003827,14
E01003867,13
E01003896,11
E01033571,10
E01003805,31
E01003818,12
E01003826,11
E01003885,10
E01003878,10
E01003884,15
E01003860,15
E01003888,14
E01003847,8
E01003819,13
E01003834,3
E01003889,7
E01003806,27
E01003816,16
E01003817,18
E01003823,13
E01003912,8
E01003923,15
E01003924,14
E01003925,9
E01003926,8
E01003936,2
E01003937,8
E01003938,16
E01003940,28
E01003941,11
E01003943,14
E01003954,19
E01003958,21
E01003963,10
E01003971,15
E01003972,7
E01003973,5
E01003975,9
E01003991,6
E01003992,6
E01003993,9
E01003995,5
E01003997,9
E01003998,4
E01004003,24
E01004007,5
E01004008,12
E01004019,16
E01004024,16
E01004036,41
E01004044,18
E01004045,7
E01004065,25
E01004071,16
E01032637,0
E01032638,2
E01032639,9
E01032640,3
E01032719,4
E01032803,10
E01032834,2
E01033870,13
E01033872,17
E01033874,4
E01033875,5
E01033876,6
E01033882,12
E01033883,9
E01033885,8
E01003911,10
E01003914,15
E01003915,17
E01003917,10
E01003922,16
E01003930,8
E01003942,12
E01003952,22
E01003955,24
E01003956,18
E01003960,9
E01003976,16
E01003977,26
E01003979,23
E01003980,17
E01003999,5
E01004010,14
E01004013,8
E01004014,22
E01004021,35
E01004023,13
E01004030,13
E01004032,11
E01004034,18
E01004037,35
E01004042,22
E01004043,14
E01004047,7
E01004051,4
E01004060,32
E01004066,14
E01032584,8
E01032646,11
E01033871,14
E01033877,3
E01033878,6
E01033879,33
E01003916,11
E01003918,11
E01003920,9
E01003932,7
E01003947,15
E01003957,30
E01003961,17
E01003990,21
E01003994,16
E01004001,23
E01004011,19
E01004012,14
E01004028,14
E01004039,15
E01004040,35
E01004049,5
E01004054,12
E01004055,6
E01033873,6
E01003913,25
E01003939,14
E01003966,22
E01003981,12
E01003983,21
E01004035,33
E01004041,13
E01004046,20
E01004050,12
E01004058,17
E01033868,11
E01033884,9
E01003921,20
E01003935,7
E01003986,29
E01003987,22
E01004002,29
E01004005,14
E01004006,19
E01004020,20
E01004029,5
E01004038,40
E01032583,7
E01033869,7
E01003984,25
E01004053,10
E01004067,26
E01033880,40
E01003919,17
E01003933,15
E01003953,35
E01004004,27
E01004068,26
E01004059,23
E01004056,11
E01033867,7
E01004033,12
E01003934,9
E01004063,27
E01004064,12
E01003949,30
E01003950,26
E01004000,39
E01004018,32
E01004074,22
E01004017,29
E01004072,30
E01003969,21
E01004073,17
E01033881,9
E01003989,26
E01004057,12
E01004048,12
E01004016,40
E01004061,23
E01003929,7
E01003948,20
E01003988,43
E01004015,23
E01004052,20
E01004062,22
E01004031,29
E01004070,17
E01004075,35
E01004069,29
E01003946,31
E01003945,24
E01003951,27
E01004089,8
E01004126,10
E01004124,16
E01004128,13
E01004140,8
E01004143,3
E01004082,7
E01004133,8
E01004155,9
E01004182,26
E01004174,15
E01004169,11
E01034154,14
E01004098,11
E01004117,9
E01004151,13
E01004172,26
E01004173,15
E01004187,9
E01004190,11
E01004196,3
E01004090,12
E01004096,10
E01004125,16
E01004132,11
E01004183,16
E01004191,17
E01004149,8
E01004141,10
E01034153,13
E01034155,27
E01034156,13
E01004080,11
E01004107,12
E01004121,10
E01004127,10
E01004139,12
E01004148,8
E01004150,13
E01004162,10
E01004163,14
E01004170,23
E01004122,9
E01004135,10
E01004194,9
E01004175,17
E01004167,27
E01004164,17
E01004157,7
E01004081,15
E01004138,18
E01004154,7
E01004158,16
E01004166,10
E01004103,11
E01004115,9
E01004134,14
E01004136,10
E01004160,11
E01004168,22
E01004177,14
E01004189,18
E01004195,17
E01004077,13
E01004079,13
E01004083,7
E01004101,9
E01004104,16
E01004129,18
E01004131,13
E01004146,15
E01004159,10
E01004165,11
E01004102,11
E01004119,15
E01004145,12
E01004176,13
E01004179,13
E01004184,20
E01004118,15
E01004178,25
E01004099,22
E01004100,13
E01004120,11
E01004161,4
E01004156,10
E01004094,17
E01004137,13
E01004153,6
E01004186,25
E01004078,18
E01004087,16
E01004116,9
E01004123,29
E01004147,11
E01004091,11
E01004097,6
E01004088,29
E01004105,13
E01004109,15
E01004111,9
E01004144,14
E01004192,22
E01004193,17
E01004093,9
E01004095,12
E01004110,14
E01004130,20
E01004152,9
E01004171,12
E01004181,9
E01004185,33
E01004112,9
E01004180,15
E01004092,6
E01004106,20
E01004084,12
E01004086,37
E01004114,13
E01004085,14
E01032623,15
E01004076,33
E01004108,23
E01004198,16
E01004199,7
E01004200,11
E01004202,17
E01004204,17
E01004207,7
E01004209,18
E01004212,23
E01004214,6
E01032767,23
E01004326,30
E01004324,24
E01004323,37
E01004316,22
E01004311,21
E01004310,12
E01004308,17
E01004305,27
E01004304,9
E01004302,10
E01004300,6
E01004298,11
E01004295,6
E01004287,26
E01004275,24
E01004272,26
E01004268,18
E01004266,22
E01004264,14
E01004263,16
E01004260,17
E01004258,7
E01004255,20
E01004251,35
E01004247,32
E01004244,29
E01004243,10
E01004240,35
E01004237,11
E01004236,19
E01004235,12
E01004233,13
E01004231,20
E01004230,12
E01004229,20
E01004226,36
E01032768,7
E01032770,10
E01032772,29
E01032776,9
E01032779,6
E01032784,8
E01032785,10
E01032786,20
E01035658,13
E01035660,16
E01035661,13
E01035662,0
E01035663,7
E01035666,11
E01035669,5
E01035671,4
E01035672,13
E01035673,5
E01035674,10
E01035675,10
E01035677,6
E01035680,2
E01035682,6
E01035683,8
E01035684,6
E01035685,11
E01035686,10
E01035687,6
E01035688,
E01035689,8
E01035690,10
E01035692,4
E01035693,7
E01035695,6
E01035698,1
E01035699,7
E01035700,2
E01035701,1
E01035703,2
E01035704,7
E01035706,8
E01004201,15
E01004206,20
E01004232,27
E01004239,26
E01004257,27
E01004271,24
E01004274,6
E01004276,20
E01004283,25
E01004288,30
E01004289,31
E01004296,20
E01004301,10
E01004312,7
E01004313,15
E01004319,31
E01032769,14
E01032775,2
E01032777,19
E01032782,17
E01032787,26
E01035667,20
E01035678,6
E01035681,10
E01035697,9
E01004205,32
E01004245,23
E01004315,23
E01004306,17
E01004292,10
E01004291,12
E01004290,19
E01004281,19
E01004256,19
E01004241,19
E01004222,36
E01004216,22
E01004211,24
E01032765,22
E01032781,13
E01035664,16
E01035665,8
E01035676,12
E01035679,13
E01035694,14
E01035696,12
E01004259,14
E01004267,32
E01004297,16
E01004322,25
E01032774,20
E01035659,5
E01035668,10
E01004248,28
E01004286,29
E01004228,27
E01004219,57
E01004203,18
E01032783,12
E01035657,10
E01004321,38
E01035691,3
E01004280,19
E01004307,29
E01035670,28
E01035705,24
E01004249,43
E01004208,28
E01004221,32
E01004309,24
E01004218,15
E01004270,31
E01032771,37
E01032780,28
E01004217,23
E01004293,25
E01004303,40
E01035702,31
E01004234,27
E01004223,32
E01004277,26
E01032764,57
E01004460,11
E01004449,16
E01004447,20
E01004446,28
E01004443,26
E01004442,17
E01004411,15
E01004396,24
E01004376,21
E01004373,12
E01004372,11
E01004371,23
E01004365,28
E01004339,22
E01004338,15
E01004337,26
E01004334,39
E01004333,26
E01004331,26
E01004330,21
E01034486,12
E01034487,23
E01034488,13
E01004327,24
E01004328,24
E01004329,18
E01004332,20
E01004346,21
E01004368,17
E01004369,13
E01004374,17
E01004375,18
E01004382,31
E01004407,15
E01004408,25
E01004428,20
E01004459,19
E01004463,18
E01004465,17
E01004466,16
E01034485,24
E01004370,10
E01004462,22
E01004471,30
E01004470,10
E01004464,19
E01004441,27
E01004439,22
E01004435,23
E01004432,20
E01004425,33
E01004423,22
E01004421,33
E01004420,46
E01004405,32
E01004397,50
E01004394,15
E01004378,36
E01004367,31
E01004335,15
E01004393,13
E01004404,26
E01004406,20
E01004414,28
E01004426,29
E01004437,16
E01004458,16
E01004345,24
E01004347,26
E01004454,31
E01004456,27
E01004388,28
E01004383,34
E01004359,28
E01004355,30
E01004336,18
E01004341,17
E01004363,32
E01004418,27
E01004419,30
E01004451,29
E01004457,26
E01004343,36
E01004357,29
E01004400,24
E01004402,26
E01004415,19
E01004444,24
E01004445,14
E01004452,30
E01004358,38
E01004360,23
E01004413,20
E01004340,14
E01004348,46
E01004379,27
E01004384,38
E01004412,27
E01004436,25
E01004361,36
E01004430,51
E01004438,23
E01004440,19
E01004387,19
E01004424,28
E01004453,55
E01004469,24
E01004342,27
E01004389,49
E01004392,26
E01004450,42
E01004350,33
E01004354,32
E01004364,23
E01004366,31
E01004390,29
E01004398,17
E01004403,36
E01004417,26
E01004434,19
E01004427,17
E01004409,24
E01004386,21
E01004410,26
E01004455,89
E01004344,29
E01004448,30
E01004351,29
E01004353,27
E01004385,38
E01004467,22
E01004429,29
E01004399,34
E01004377,46
E01004380,25
E01004381,31
E01004356,33
E01004416,34
E01004468,26
E01004349,33
E01004395,17
E01004362,21
E01004401,35
E01004422,62
E01004352,55
E01004391,18
E01004490,14
E01004512,13
E01004513,18
E01004531,14
E01004532,10
E01004535,8
E01004538,14
E01004541,9
E01004542,17
E01004580,15
E01004596,22
E01004599,15
E01004611,19
E01004627,37
E01004633,10
E01004637,14
E01004587,30
E01004586,21
E01004584,12
E01004577,26
E01004566,30
E01004565,9
E01004557,33
E01004546,15
E01004544,18
E01004539,12
E01004527,17
E01004521,25
E01004518,26
E01004488,16
E01004487,21
E01004481,16
E01004480,18
E01004478,36
E01004475,11
E01033100,17
E01033135,11
E01035488,7
E01035489,3
E01035492,1
E01035494,5
E01035495,9
E01035497,2
E01004473,25
E01004482,13
E01004485,21
E01004491,11
E01004494,10
E01004495,13
E01004498,13
E01004508,31
E01004516,19
E01004520,18
E01004522,21
E01004530,12
E01004540,12
E01004549,24
E01004550,15
E01004555,41
E01004556,38
E01004567,11
E01004570,15
E01004579,23
E01004588,28
E01004589,14
E01004591,14
E01004598,8
E01004608,10
E01004612,14
E01004614,8
E01004616,12
E01004618,9
E01004620,15
E01004631,21
E01004634,10
E01004640,22
E01004643,22
E01004645,26
E01035499,5
E01004497,7
E01004515,13
E01004536,11
E01004592,17
E01004594,13
E01004597,10
E01004606,21
E01004607,22
E01004628,20
E01004630,18
E01004585,13
E01004582,29
E01004563,17
E01004559,26
E01004524,22
E01004472,29
E01033133,2
E01035493,5
E01004479,41
E01004489,26
E01004501,6
E01004502,20
E01004505,11
E01004525,30
E01004528,15
E01004529,14
E01004533,10
E01004545,11
E01004551,15
E01004571,20
E01004602,19
E01004623,32
E01004635,15
E01004641,20
E01004613,24
E01004590,16
E01004547,17
E01035491,11
E01004504,20
E01004511,16
E01004514,30
E01004581,11
E01004622,6
E01004632,18
E01004553,19
E01004526,18
E01004503,13
E01004506,13
E01004537,9
E01004548,11
E01004552,17
E01004583,10
E01004636,7
E01033099,13
E01004493,18
E01004500,11
E01004519,26
E01004574,14
E01004593,17
E01004615,17
E01004629,7
E01004543,32
E01004477,46
E01035498,1
E01004474,23
E01004476,10
E01004496,10
E01004517,31
E01004610,13
E01004625,22
E01004642,15
E01004644,25
E01004486,15
E01004499,13
E01004510,10
E01004534,13
E01004568,20
E01004601,19
E01004639,20
E01033098,5
E01004484,14
E01004523,36
E01004605,25
E01035496,1
E01004492,16
E01033132,12
E01004507,14
E01004558,29
E01004595,12
E01004609,37
E01004626,22
E01004638,28
E01004564,25
E01004569,20
E01004554,21
E01004624,21
E01004575,11
E01004576,10
E01004617,23
E01004572,22
E01004604,33
E01004621,15
E01004483,20
E01004619,26
E01035490,9
E01004560,22
E01004573,12
E01004651,3
E01004652,9
E01004653,24
E01004674,14
E01004676,21
E01004677,7
E01004693,20
E01004694,18
E01004695,20
E01004696,14
E01004698,13
E01004699,19
E01004700,12
E01004701,19
E01004705,19
E01004710,11
E01004711,23
E01004719,10
E01004722,8
E01004728,14
E01004729,6
E01004754,15
E01004756,21
E01004757,8
E01004760,8
E01032513,12
E01004753,6
E01004752,8
E01004748,10
E01004746,5
E01004743,4
E01004742,6
E01004741,6
E01004740,8
E01004737,3
E01004732,5
E01004724,6
E01004686,14
E01004684,11
E01004680,16
E01004670,9
E01004668,8
E01004665,6
E01004660,8
E01004659,12
E01033593,8
E01033597,6
E01033599,3
E01033601,4
E01033602,6
E01033603,3
E01033605,16
E01035715,12
E01004654,22
E01004656,22
E01004675,12
E01004678,18
E01004679,21
E01004682,18
E01004683,22
E01004697,13
E01004707,20
E01004708,8
E01004709,19
E01004715,12
E01004718,20
E01004723,21
E01004744,5
E01004747,9
E01004749,14
E01004751,20
E01033598,9
E01033604,17
E01035717,19
E01004702,14
E01004706,16
E01004712,7
E01004657,23
E01035719,3
E01004647,20
E01004681,24
E01004703,33
E01004720,13
E01004721,16
E01004755,13
E01004663,13
E01035720,
E01035722,6
E01004692,6
E01004717,8
E01004726,27
E01004662,9
E01004661,14
E01004658,11
E01035721,10
E01004649,16
E01004650,31
E01004669,1
E01004716,14
E01004750,17
E01004646,22
E01033594,21
E01032512,15
E01004648,26
E01004713,14
E01004714,26
E01004765,30
E01004725,11
E01004687,33
E01004690,26
E01004691,29
E01004730,17
E01004762,22
E01004734,19
E01004763,25
E01004735,16
E01004733,7
E01004761,52
E01004727,6
E01035716,35
E01004731,11
E01004736,27
E01035718,20
