Lower layer Super Output Areas Code,Workday Population Density (per square kilometre)
E01002518,4670.1
E01002528,4148.1
E01002547,7340
E01002471,5228.7
E01002417,5165.2
E01034602,9186.7
E01034609,12550.5
E01002399,6949.6
E01002421,4797.1
E01002427,5995.1
E01002431,3925.1
E01002483,5467.5
E01002415,4799.1
E01002418,4945.7
E01002422,7187.2
E01002456,5874.6
E01002465,4939.4
E01002514,8927.1
E01002530,4927.3
E01002396,4631.4
E01002511,5694.4
E01002531,4223.5
E01034604,9551.8
E01002403,9202.2
E01002404,7586.5
E01002410,4768.9
E01002424,3529.1
E01002452,4805.4
E01002489,7085
E01002503,8401
E01002551,6067.9
E01034605,4682.8
E01002397,11519.8
E01002402,6700
E01002408,6630.2
E01002506,8988.8
E01002508,5450.9
E01002539,4023.6
E01002552,5572.2
E01002425,4263.5
E01002451,5930.8
E01002453,4940.7
E01002467,3854.3
E01002490,5220.6
E01002526,7784.5
E01002534,3110.2
E01034610,5192.3
E01034612,6974
E01002401,6417.4
E01002419,5153.9
E01002426,7851.2
E01002437,2879.9
E01002482,2400.9
E01002513,2195.4
E01002537,4941.4
E01002498,3864.6
E01002502,8322
E01002543,5499.1
E01034617,5108.1
E01002423,2564.6
E01002449,5139.3
E01002488,5200.3
E01002545,4354.3
E01002549,2830.4
E01034601,5187.4
E01002411,3493.2
E01002435,4073.2
E01002459,2940.8
E01002463,2047.3
E01002464,1804
E01002478,5149.2
E01002428,1965.4
E01002432,5188.4
E01002436,3488.8
E01002448,2540.1
E01002455,4266.2
E01002470,5411.8
E01002472,3823.9
E01002496,4926.8
E01002519,2420.2
E01032577,3778.8
E01034615,4166.8
E01002481,3773.5
E01002535,7217.7
E01002536,2853.9
E01002540,8047.7
E01002509,2518.7
E01002525,3139.8
E01034603,2687.2
E01002412,8142
E01002414,3571.7
E01002460,4290.2
E01002462,2767.1
E01002477,4012.6
E01002479,2343.8
E01002480,2574
E01002548,2678.6
E01034607,4530.2
E01002392,2894.1
E01002485,5790.7
E01002541,3889.9
E01002544,2394.2
E01002433,4555.9
E01002486,2302.7
E01002495,3459.2
E01002516,2449.8
E01002520,5917.8
E01002521,6588.5
E01034608,2233.3
E01002430,1298.9
E01002439,4247.7
E01002512,1789.7
E01002434,1413.8
E01002476,2487.1
E01002497,4629.7
E01002505,4919.6
E01002507,2299.8
E01002527,1560.9
E01002538,1725.8
E01002400,2648.8
E01002440,692.7
E01002474,1720.5
E01034613,3215.7
E01002405,2218.2
E01002442,683.8
E01002475,3604.8
E01002446,965.8
E01002454,970.1
E01002458,1241.8
E01002494,691.9
E01002533,923
E01002447,1760.7
E01002461,595.2
E01002443,926.5
E01002499,1189.7
E01002438,374.1
E01002473,391.4
E01002441,219.7
E01002444,2077.9
E01002580,10575.8
E01002627,11324.2
E01002673,24043.3
E01002689,10616.9
E01033030,25603.3
E01033081,14243.4
E01034034,14284.3
E01034043,18617
E01034044,17625.4
E01034045,23396.2
E01002567,7713.8
E01002602,5384.2
E01002690,7009.4
E01033000,15836.3
E01033083,24639.2
E01034035,8738.5
E01034038,16087.8
E01034041,10274.5
E01034046,12647.1
E01002556,6448.9
E01002561,5153.5
E01002588,12040.8
E01002600,7426.1
E01002613,6283.5
E01002646,12892.7
E01002656,5306.1
E01002665,9229.7
E01034032,7495.1
E01034033,10457.4
E01034040,11329.5
E01002574,9631
E01002616,5483.7
E01002624,5979.3
E01002630,7827.4
E01002631,7229.7
E01002636,7739.6
E01002639,7042.3
E01002651,11549.6
E01002658,6306.5
E01034036,19032.5
E01002570,14748.4
E01002573,9395.4
E01002582,8307
E01002584,5236.2
E01002599,6164.4
E01002603,7265.4
E01002606,7383.4
E01002619,7278.9
E01002641,12191.2
E01002647,9816.6
E01002649,8247.1
E01002659,4546.7
E01002669,5486.1
E01034039,12859.8
E01002564,7524
E01002609,6357.6
E01002632,4318.8
E01002652,7729.4
E01002661,6939
E01002666,7601.3
E01002671,6484.2
E01002681,18406.3
E01002558,7456.4
E01002587,8168.9
E01002591,4259.8
E01002605,6197.4
E01002612,7339
E01002643,7441.2
E01002653,6610.6
E01002657,6324.6
E01002578,3334
E01002590,6522.1
E01002617,2766.6
E01002625,6446.8
E01002660,6372.1
E01002662,8268
E01002674,5730.8
E01002687,8421.9
E01034037,9495
E01002622,6944
E01002623,8361.6
E01002640,8194.4
E01002645,7291.3
E01002663,9745.8
E01002693,12528
E01002575,7972.7
E01002576,8179.4
E01002581,9835.5
E01002585,6103.1
E01002595,6003
E01002672,7551.2
E01002577,4099.6
E01002579,3859.1
E01002604,4247.7
E01002655,6141.7
E01002675,6783.1
E01032573,11263
E01033082,6344
E01033084,13449.3
E01002560,4676.1
E01002618,7067.2
E01002557,4803.2
E01002569,9389.2
E01002586,3930
E01002594,6621.8
E01002620,7917.1
E01002626,3845.9
E01002596,4781.1
E01002621,5509
E01002628,6095.9
E01002654,3334.1
E01002670,3630.6
E01002682,5110.8
E01002607,6669.6
E01002667,6641.1
E01002668,7527
E01034042,3998.7
E01002571,5707.9
E01002635,2960.6
E01002563,3406.7
E01002572,1642.1
E01002598,7224.9
E01002677,8565.9
E01002691,7619.5
E01002692,8243.2
E01002555,2542.5
E01002593,4288
E01002680,5911
E01002565,6638.6
E01002629,3891.2
E01002634,7793.4
E01002562,1448.1
E01002583,3497.5
E01002637,4127.7
E01002589,3888
E01002608,4931.8
E01002614,3773.1
E01002676,1390.8
E01002679,4877.9
E01002601,1268.2
E01002611,2307.2
E01002638,2264.8
E01002615,2244.9
E01002650,2032.9
E01002686,1797.5
E01002592,2933
E01002633,3199.5
E01002610,1072.7
E01002559,1253.7
E01002678,1274.5
E01002810,18063
E01002809,15883
E01002799,19952.7
E01002796,15525.6
E01002789,11974.6
E01002785,12153.4
E01002783,15233.7
E01002781,16951.8
E01002780,17265.8
E01002778,16085.7
E01002777,12567.8
E01002772,17425.3
E01002768,13085.8
E01002767,14676.2
E01002763,12218.8
E01002760,16185.2
E01002757,14868.1
E01002755,11814.5
E01002753,16157.6
E01002752,15543.2
E01002751,19689.5
E01002749,17367.8
E01002747,16650.4
E01002741,12105.3
E01002736,20409.8
E01002733,15084.4
E01002725,22196.7
E01002723,19414.6
E01002722,14852.4
E01002721,11419.1
E01002720,17655.2
E01002715,25570.9
E01002714,13068.2
E01002711,23249.7
E01002709,17553.1
E01002703,26127.9
E01002702,22953.4
E01002701,49457.2
E01002698,17084.5
E01002694,19643.4
E01033486,15270.3
E01033487,46147.5
E01033493,31049.7
E01035651,19552.8
E01035654,26783.8
E01035656,25282.7
E01002697,17295.6
E01002699,14863.4
E01002707,19444.4
E01002717,8391
E01002718,14435.5
E01002719,9732.7
E01002727,13100.2
E01002728,17538.5
E01002729,11489.4
E01002730,13390.1
E01002735,25156.8
E01002737,23355
E01002742,17427.5
E01002743,14393
E01002744,12131.3
E01002745,13092.8
E01002756,9418.9
E01002759,12941.7
E01002764,12526.4
E01002766,14308.7
E01002771,11570.6
E01002773,15844.6
E01002775,10320.9
E01002776,13822.3
E01002782,14460.8
E01002786,15671
E01002791,14455.3
E01002792,18804.6
E01002797,17092.9
E01002798,13826.7
E01002804,13851
E01002811,14466.2
E01033489,23724.9
E01035652,19872.3
E01035653,10859.2
E01002807,16171.4
E01002806,13034.9
E01002801,14439.3
E01002800,20518.1
E01002795,15731.3
E01002793,16894.9
E01002790,19100.1
E01002787,10423.8
E01002765,17366.9
E01002754,10422.4
E01002748,9773.5
E01002739,15882.4
E01002716,16273.9
E01002713,22534.9
E01002710,13982.7
E01002706,18237.9
E01033490,25029.1
E01035655,18074.8
E01002784,12720.2
E01002779,15045.2
E01002769,8512.3
E01002734,19762.3
E01002726,25702.4
E01002712,11000.9
E01002696,16968.3
E01002695,21106.4
E01033488,15586.5
E01002808,12530.5
E01002802,16614.4
E01002794,20083.1
E01002770,26267.2
E01002762,10968.8
E01002732,12485.3
E01002700,7486.1
E01002758,12707.5
E01002740,10770.3
E01033494,12429.6
E01002788,12234.9
E01002738,8424.8
E01002724,17181.8
E01002708,8639.2
E01002774,11788.1
E01002805,13890.6
E01002704,24547.9
E01033491,12141
E01002812,27031.8
E01002815,16218.8
E01002816,20218.9
E01002823,15709
E01002828,13569.2
E01002829,22906.6
E01002832,23306.9
E01002833,20607.7
E01002834,18972.7
E01002836,18990.3
E01002837,16718
E01002841,15071.8
E01002842,47417.6
E01002843,20549.8
E01002845,16221.6
E01002846,11393.4
E01002848,13012.2
E01002849,23235.7
E01002850,23753.4
E01002851,22740.9
E01002853,19606.3
E01002857,18333.3
E01002858,27500
E01002865,13728
E01002867,15741.3
E01002869,18195.3
E01002874,12424.6
E01002876,14254.8
E01002879,20505.9
E01002880,19426.4
E01002881,20665.5
E01002882,9645
E01002885,23907.4
E01002891,14170
E01002897,9629.9
E01002904,10623.7
E01002907,21017.3
E01002909,18429
E01002910,13469.1
E01002914,33919.1
E01002902,17460.2
E01002899,20791.9
E01002862,28068.2
E01002861,18271.5
E01002830,20617.4
E01002831,19800.5
E01002835,16467.1
E01002839,23634.9
E01002844,10686.6
E01002855,16383.4
E01002856,17381.3
E01002860,13642.1
E01002863,12423.5
E01002866,10538.7
E01002873,10392.3
E01002878,12399.7
E01002883,16119.3
E01002886,13845.5
E01002888,24057.8
E01002889,27718.1
E01002892,21036.8
E01002893,14193.9
E01002894,13881.8
E01002896,15321
E01002898,13904.9
E01002903,14529.8
E01002908,12790.5
E01002813,15618.8
E01002818,22205.2
E01002847,19736.8
E01002854,8926.1
E01002872,12745.1
E01002875,7927.4
E01002884,20051.9
E01002887,14980.5
E01002859,23325.5
E01002814,18604.7
E01002840,12224.7
E01002870,14485.8
E01002905,11465.9
E01002906,15147.1
E01002913,15627.9
E01002868,5866.1
E01002871,13537.5
E01002890,11069.4
E01002911,13841.1
E01035714,12626
E01002817,13274
E01002827,9687.4
E01002877,12340.7
E01002825,14012.5
E01002864,5227.8
E01002912,61595.4
E01002819,30998.1
E01002826,11936.4
E01002900,12542.8
E01002821,11219.3
E01002824,8131.2
E01002901,4132.3
E01035713,15596.4
E01002852,6025.3
E01002969,21901.3
E01034576,12826.9
E01034577,25376.1
E01002923,12378.1
E01002980,4943.6
E01002985,8913.4
E01002993,7603.9
E01002963,8466.1
E01002967,9411.5
E01002974,9092.2
E01003008,6917
E01002998,9352.4
E01002934,8474.6
E01002935,9543
E01003011,6406.5
E01002975,4935.9
E01002942,5214.9
E01002921,8476.7
E01002915,3919.4
E01002960,4890.2
E01002997,6352.3
E01002999,8189
E01003007,6923.1
E01002996,7117.6
E01002990,9336.9
E01002989,10990.1
E01002943,4028.9
E01033569,12998.8
E01002940,5838.6
E01002954,24748.3
E01002973,4425.1
E01002991,5661
E01002944,5823.1
E01002931,6182.7
E01002947,4289.1
E01002951,5606.8
E01002958,8271.2
E01002970,5026.2
E01003002,5536.5
E01002927,6837.3
E01002932,8455.5
E01002937,11509.3
E01002938,8095.4
E01002957,5260.2
E01003009,5637
E01002924,4276.1
E01002945,4858.8
E01002962,5028.7
E01002987,13905.9
E01002988,5944.6
E01003005,6152.2
E01003006,4660.4
E01002925,7016.9
E01002959,3129.5
E01002972,11188.8
E01002984,5538
E01002986,2878.3
E01002992,4100
E01002994,4788.6
E01002926,4738.7
E01002939,5622.6
E01002961,5331.2
E01002976,4843.4
E01002917,4562.9
E01002982,4781.1
E01002928,7681.2
E01002933,10778.6
E01002979,3749.3
E01003003,7974.3
E01002916,3040
E01002918,2964.7
E01002965,8138.8
E01002983,2498.1
E01003010,5023.1
E01002920,2901.4
E01002930,9041.2
E01002941,2380
E01002949,5181.1
E01002981,3479.2
E01002922,4473.2
E01002977,4571.9
E01002978,4530
E01003004,5147.3
E01002966,3893
E01002971,5952.8
E01002946,2493
E01002955,2705
E01002995,4181.3
E01003001,4288
E01002919,2482.7
E01002956,2147.1
E01002929,2772.4
E01002950,1608.3
E01002968,15187.2
E01002964,8346.6
E01002953,1473
E01002952,1164.5
E01003000,2542.5
E01002948,531
E01003174,11602.9
E01003175,10074.2
E01003176,11487
E01003177,14650.2
E01003178,12258.4
E01003179,17291.4
E01003181,15602
E01003184,19120.3
E01003185,17602.3
E01003188,11938.3
E01003161,9949.6
E01003136,10773.2
E01003135,15339.1
E01003129,16666.7
E01003128,17139.6
E01003127,12583.8
E01003126,17402.9
E01003125,18065.8
E01003124,13099.6
E01003122,15315.2
E01003121,18485.3
E01003115,12557.5
E01003111,22312.9
E01003100,16811
E01003094,15461.3
E01003093,25817.4
E01003091,16442.8
E01003088,13569.9
E01003070,9750.8
E01003064,9416.4
E01003063,8896.1
E01003061,18010.1
E01003060,17018.8
E01003059,23806.5
E01003058,18057.1
E01003056,16401.9
E01003055,14174
E01003046,13692
E01003045,14645
E01003044,18006
E01003042,9696.7
E01003034,12205.8
E01003031,13989
E01003025,10414.8
E01003022,11224.1
E01003017,18447.3
E01003015,17319.4
E01033208,32075.1
E01033864,14480.5
E01033866,36155.7
E01003019,12480.1
E01003023,17631.4
E01003027,9774.2
E01003029,10564.9
E01003030,9623
E01003037,12325.2
E01003039,14294.2
E01003041,17781.3
E01003052,14765.7
E01003054,23424.7
E01003062,13252.2
E01003075,16632.5
E01003082,9322.7
E01003086,9169
E01003095,9302.8
E01003097,13506.6
E01003098,14981.4
E01003104,17693.3
E01003108,16292.1
E01003113,9604.9
E01003118,9919.6
E01003120,14619.1
E01003131,10655.7
E01003132,9160.3
E01003133,8009.2
E01003142,8821
E01003143,7689
E01003146,10751
E01003150,10055.5
E01003157,11571.1
E01003159,10234.8
E01003160,10326.7
E01003172,12863
E01003180,10462
E01003182,8908.6
E01033863,11167.2
E01003092,14083.7
E01003112,12270
E01003171,12665.4
E01003173,11691.9
E01003183,11416.3
E01003165,8755.5
E01003162,12239.5
E01003158,11313.5
E01003151,12044.6
E01003149,6464.6
E01003138,9697.7
E01003134,7990.1
E01003130,11461.6
E01003119,11434.4
E01003105,15313.2
E01003102,18024.1
E01003089,14511
E01003057,14569.1
E01003053,13019.8
E01003048,12084
E01003038,11151.2
E01003035,16941.4
E01003033,10296.3
E01003032,10877.8
E01003020,14881.8
E01003016,12792.8
E01003036,12389.4
E01003069,4825.5
E01003187,13526.1
E01003156,11823.6
E01003154,8853.3
E01003114,11621.3
E01003110,13974.8
E01003087,11215.1
E01003077,13617
E01003050,14271.2
E01003047,19767.6
E01003043,12959.4
E01003040,8196.3
E01003024,12014.5
E01003021,14639.3
E01003065,11420.4
E01003140,8909
E01003167,7794
E01003153,16631.2
E01003145,8558.5
E01003123,8964.8
E01003101,13330.5
E01003090,14950.4
E01003084,9596
E01003049,12127.8
E01003067,10273.3
E01003072,7301.2
E01003139,10235.1
E01003186,10340
E01003163,7024.5
E01003137,12298.1
E01003106,15352.9
E01003083,9359.8
E01003080,10650.5
E01003018,12986
E01003014,10674.9
E01033862,14119
E01003117,10250.6
E01003155,9442.4
E01003148,7940.3
E01003028,10051.2
E01003066,4994.2
E01003085,6708.2
E01003096,16407.6
E01003107,15258.7
E01003116,6072.4
E01003141,9068.1
E01003169,10594.4
E01033865,13878.9
E01003078,6741.7
E01003147,9322
E01003068,7664.2
E01003071,11452.7
E01003051,10654.3
E01003076,32555.2
E01003079,6558.4
E01003152,8896
E01003164,10683.2
E01003168,6337.3
E01003073,9893.4
E01003166,11188.9
E01003026,4628.9
E01003074,3073.1
E01003081,10637.5
E01032582,20241.3
E01003099,6138.7
E01003170,5824.8
E01003013,49342.4
E01003144,3359.7
E01003205,12855.6
E01003299,12129.6
E01003305,16387.7
E01003321,9135.1
E01003322,12770.3
E01003337,9372.6
E01003338,12716.9
E01003349,9425
E01003252,17681.6
E01003244,21272.5
E01003238,9005.4
E01003218,8762.3
E01003209,12389.2
E01033322,15600
E01033325,18585.5
E01034387,34827.6
E01034388,19107.1
E01034389,15730.1
E01034393,15274.4
E01034395,16743.4
E01003195,5984.7
E01003203,11295.5
E01003214,10402.3
E01003220,8424.3
E01003224,9257.1
E01003228,9613.2
E01003245,14405.1
E01003249,13369.2
E01003253,9986.5
E01003258,9866.9
E01003262,7782.6
E01003266,8251.5
E01003290,10555.2
E01003300,11208.8
E01003302,11977.8
E01003312,8094.8
E01003315,7837.3
E01003324,17556.3
E01003326,11710.3
E01003328,8006.3
E01003329,8081.7
E01003339,9157.2
E01003340,10685.7
E01003341,6701.4
E01003344,7342.9
E01003347,10566.8
E01033341,9890.3
E01003231,8825.9
E01003272,11621.8
E01003278,12061.2
E01003279,7370.5
E01003288,10779.6
E01003293,12331.2
E01003304,13497.9
E01003308,9942.9
E01003309,8298.7
E01003311,7211.5
E01003314,9361.7
E01003316,8139.7
E01003319,11164.4
E01003333,10692.1
E01003335,10375.4
E01003343,9329.1
E01003261,6875
E01003259,9057.5
E01003207,17022.3
E01003206,5749.8
E01032564,6504.9
E01033320,9024.6
E01034394,15077.4
E01003189,7445
E01003197,6162.9
E01003215,10211.4
E01003216,7079.4
E01003273,6291.9
E01003283,8416.8
E01003298,7428.8
E01003307,8963.4
E01003313,6096.4
E01003323,6949.9
E01003327,8187.6
E01003336,9500
E01003345,11241.4
E01003353,6041.7
E01003257,6539.7
E01003222,6982
E01003211,7905.7
E01003210,9002.7
E01032579,12350.6
E01034392,13358.1
E01003204,6112.8
E01003239,6436
E01003241,4690.8
E01003274,9482.3
E01003280,6762.2
E01003286,10436.4
E01003287,7844.5
E01003310,9312.5
E01003330,4946
E01003350,4134.7
E01003352,8271.4
E01003251,6082.8
E01003230,7865.3
E01003229,8848.3
E01032565,5506.2
E01034390,7880.5
E01034391,6687.8
E01003194,4278.4
E01003201,9438.4
E01003223,5951.3
E01003232,7246.8
E01003236,7807.9
E01003268,5315.4
E01003269,6111.6
E01003275,7551.4
E01003282,8894
E01003320,6573.9
E01003325,11248.1
E01003255,11676.8
E01003198,7785
E01003202,6958.4
E01003225,7256.9
E01003227,5958.7
E01003277,9678.1
E01003284,10218.3
E01003342,9761.6
E01003256,8737.1
E01003243,5662.8
E01003190,6608.4
E01003191,6395.3
E01003221,7207.1
E01003233,11215.6
E01003247,8078.9
E01003265,5570
E01003270,4705.5
E01003331,8220
E01003332,7102.3
E01003348,5032.5
E01033324,7465.1
E01003217,9570.6
E01003246,9295.5
E01003260,6364.5
E01003263,4835.6
E01003267,4076.3
E01003271,4486.4
E01003281,4482.6
E01003291,21168.1
E01003295,9382.9
E01003301,10009.3
E01003334,9446.7
E01003351,7391.1
E01003219,7174.2
E01003226,9430.9
E01003264,5897.9
E01003285,7756.6
E01003354,4508.5
E01003212,7352.3
E01003303,8746.6
E01003196,5913.2
E01003213,7481.3
E01003235,2750.7
E01003297,5197.2
E01003193,7307.7
E01003292,12571.4
E01003318,8722.7
E01033327,10030.7
E01003237,7048.6
E01003254,4206.4
E01003276,3926
E01003248,5450.6
E01003199,10173.6
E01003200,2777.6
E01003240,7647.1
E01003346,3923.7
E01003192,1625.7
E01003360,11798.4
E01003369,12799.1
E01003379,12019.2
E01003390,17242.1
E01003391,11877.9
E01003393,17328.1
E01003399,8804.6
E01003472,13281.9
E01003359,11763
E01003371,9933.9
E01003372,10682.4
E01003377,11085.8
E01003381,9663.2
E01003397,9523.8
E01003408,9342.2
E01003410,9968.4
E01003415,8447.4
E01003430,10344.8
E01003457,10803.1
E01003355,12457.6
E01003358,11721
E01003368,8747.5
E01003373,7960.3
E01003394,10149.7
E01003396,12447.5
E01003407,9177.2
E01003420,6431.2
E01003423,9141.8
E01003361,6592.2
E01003382,9086
E01003384,10111
E01003385,7707.8
E01003388,9399.7
E01003400,9132.3
E01003409,6208.9
E01003411,7902.3
E01003436,6312.4
E01003438,7955.6
E01003441,6904.1
E01003456,11971.5
E01003386,10472.6
E01003395,7094.5
E01003416,3759.7
E01003429,8006.5
E01003431,10031.7
E01003450,6464.3
E01003458,11103
E01003477,7704.6
E01003357,7571.6
E01003401,11615.6
E01003403,7591.6
E01003404,8601.5
E01003406,6759.7
E01003424,4583.9
E01003443,7322.8
E01003448,8610
E01003454,8140.1
E01003455,6237.6
E01003459,10385.6
E01003461,6829.4
E01003466,6016.9
E01034580,7287.7
E01003376,6547.7
E01003387,7320.4
E01003402,9823.9
E01003418,7112.6
E01003380,7123.5
E01003414,6343.3
E01003417,4110.6
E01003433,5668.3
E01003434,7021.4
E01003442,7271.3
E01003389,9115.1
E01003378,8563.1
E01003421,4812
E01003422,5229.5
E01003447,4319.1
E01003476,7065.8
E01003364,6671.2
E01003366,2731.9
E01003383,8836.7
E01003392,4942.1
E01003405,7419.4
E01003412,6551.6
E01003425,5084.9
E01003428,4541.5
E01003473,6728.3
E01003478,7295.5
E01003374,5633.8
E01003398,6999.5
E01003444,5330
E01003463,2714
E01003419,2883.6
E01003440,3369.9
E01003467,4005.1
E01003469,6042.7
E01003470,7526.5
E01034579,5982.1
E01034581,9867.7
E01003413,5768.3
E01003426,4009.1
E01003453,8366.6
E01003471,6759.5
E01003356,5952.1
E01003365,3645.3
E01003370,11014.4
E01003449,5056.7
E01034578,3640.4
E01003362,2690.9
E01003439,4220.8
E01003446,9284.8
E01003451,2724.4
E01003462,2958.4
E01003468,3643.4
E01003427,8292.3
E01003363,3208.1
E01003437,4389.6
E01003474,2195.1
E01003435,2002.9
E01003445,3315.1
E01003432,2686.3
E01003452,5994.1
E01003465,2546.7
E01003464,2739.6
E01003375,1763.8
E01003460,598.4
E01003489,20806.2
E01003491,16840.6
E01003495,13757.4
E01003496,5638.9
E01003506,10244.8
E01003509,15982.7
E01003511,15528.9
E01003519,18022.5
E01003522,18158.6
E01003524,17267.6
E01003527,8606.2
E01003530,13123.4
E01003532,15165.3
E01003534,14570
E01003551,16425.6
E01003553,16311.2
E01003554,15654.4
E01003560,15924.5
E01003563,24033
E01003565,20465.6
E01003566,21665
E01003567,20010.2
E01003568,18661.2
E01003569,22500
E01003570,20204.7
E01003572,15874.2
E01003581,16240.2
E01003582,15005.8
E01003583,18940.9
E01003585,17119.3
E01003588,18026.8
E01003589,10989.1
E01003593,10735.3
E01003597,20044.6
E01003598,20849.6
E01003607,11710.4
E01003608,16774.2
E01003621,18447.8
E01003626,12312.2
E01003627,14993.4
E01003629,22473.1
E01003633,15353.4
E01003634,10385.4
E01034200,22785.2
E01034201,15962.9
E01034203,21712.5
E01034204,18716.6
E01034214,36090.7
E01034215,39492
E01034216,21908.5
E01034223,18250.8
E01034226,27680.4
E01034227,27133.5
E01034228,18330.7
E01034230,24703.1
E01003484,12961.5
E01003490,16282.3
E01003492,17063.8
E01003494,15316.9
E01003521,20969.2
E01003526,17516.3
E01003528,12952.3
E01003529,18293.7
E01003533,19013.1
E01003552,11832.7
E01003555,9181.5
E01003556,13594.2
E01003561,17261.3
E01003562,17700.9
E01003564,18226.1
E01003571,20647.6
E01003573,20732.9
E01003579,18901.3
E01003580,7090.4
E01003586,10060.3
E01003595,18410.8
E01003599,10791
E01003602,15578.9
E01003605,16654.1
E01003611,10813.9
E01003615,12381.8
E01003628,14940.8
E01003632,12688.1
E01003637,15026.6
E01034199,15397.7
E01034202,13616.1
E01034210,12752.6
E01003487,10907.6
E01003488,11846.2
E01003507,13926.8
E01003520,15303.1
E01003525,14856.7
E01003531,10889.9
E01003543,12880.4
E01003547,9444.8
E01003549,13787
E01003558,12714.6
E01003575,11344.2
E01003592,12339.3
E01003594,12948.3
E01003618,17630.9
E01003624,10377.9
E01003631,9535
E01034207,9635.1
E01034208,11254.2
E01034221,12066.8
E01003499,12511.7
E01003516,11045.2
E01003536,9582.4
E01003538,10557.5
E01003542,14366.6
E01003550,12478.4
E01003559,13053.6
E01003577,10606.4
E01003623,6306.5
E01003630,14549.8
E01003636,10443.7
E01033584,9960.2
E01034212,7106.2
E01034219,10870.9
E01003501,12279
E01003508,15493.5
E01003518,7264.7
E01003537,9860.8
E01003541,9906.8
E01003545,8213.4
E01003546,11850.3
E01003574,12727.3
E01003591,14684.1
E01003596,12148.6
E01003600,12001.8
E01003603,21997
E01003616,11318.7
E01034231,16599.1
E01003514,8487.9
E01003523,10501.2
E01003540,7621.6
E01003557,9983
E01033580,14154.8
E01003480,6064.4
E01034213,5107
E01003485,8378.6
E01003539,8884.4
E01003548,8100.8
E01003576,10888.4
E01003604,7921.4
